  Time (min)    V neg      V pos       Cur (A/m2)    Temp (C)   Heat Gen (W/m3)
   0.000000    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.000333    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.000667    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.001033    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.001437    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.001880    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.002368    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.002905    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.003496    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.004145    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.004860    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.005646    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.006510    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.007461    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.008508    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.009658    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.010924    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.012317    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.013848    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.015533    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.017386    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.019425    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.021667    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.024134    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.026848    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.029832    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.033116    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.036727    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.040700    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.045070    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.049877    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.055165    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.060981    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.067379    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.074417    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.082159    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.090675    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.100042    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.110346    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.121681    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.134149    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.147864    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.162951    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.179546    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.197800    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.217880    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.239968    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.264265    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.290992    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.320391    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.352730    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.388303    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.427433    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.470476    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.517824    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.569906    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.627197    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.690217    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.759539    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.835792    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   0.919672    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   1.000000    0.178978    4.241652      0.0000     24.850000   0.0000000E+00
   1.000000    0.197765    4.164306    100.0000     24.850000   4.2725358E+04
   1.000000    0.197765    4.164306    100.0000     24.850000   4.2725358E+04
   1.000333    0.197820    4.163760    100.0000     24.850000   4.2989204E+04
   1.000700    0.197864    4.163408    100.0000     24.850000   4.3161071E+04
   1.001103    0.197905    4.163119    100.0000     24.850000   4.3303521E+04
   1.001547    0.197945    4.162857    100.0000     24.850000   4.3433045E+04
   1.002035    0.197986    4.162608    100.0000     24.850000   4.3556456E+04
   1.002572    0.198028    4.162365    100.0000     24.850000   4.3677258E+04
   1.003162    0.198071    4.162123    100.0000     24.850000   4.3797618E+04
   1.003812    0.198117    4.161880    100.0000     24.850000   4.3918990E+04
   1.004526    0.198165    4.161633    100.0000     24.850000   4.4042486E+04
   1.005312    0.198215    4.161380    100.0000     24.850000   4.4168978E+04
   1.006177    0.198269    4.161119    100.0000     24.850000   4.4299231E+04
   1.007128    0.198326    4.160850    100.0000     24.850000   4.4433909E+04
   1.008174    0.198386    4.160571    100.0000     24.850000   4.4573648E+04
   1.009325    0.198451    4.160281    100.0000     24.850000   4.4719048E+04
   1.010591    0.198520    4.159978    100.0000     24.850000   4.4870712E+04
   1.011983    0.198594    4.159662    100.0000     24.850000   4.5029242E+04
   1.013515    0.198674    4.159331    100.0000     24.850000   4.5195270E+04
   1.015200    0.198760    4.158985    100.0000     24.850000   4.5369449E+04
   1.017053    0.198852    4.158621    100.0000     24.850000   4.5552486E+04
   1.019092    0.198952    4.158239    100.0000     24.850000   4.5745134E+04
   1.021334    0.199061    4.157837    100.0000     24.850000   4.5948224E+04
   1.023801    0.199180    4.157413    100.0000     24.850000   4.6162663E+04
   1.026514    0.199309    4.156968    100.0000     24.850000   4.6389464E+04
   1.029499    0.199451    4.156498    100.0000     24.850000   4.6629749E+04
   1.032782    0.199607    4.156001    100.0000     24.850000   4.6884781E+04
   1.036394    0.199778    4.155477    100.0000     24.850000   4.7155970E+04
   1.040367    0.199968    4.154922    100.0000     24.850000   4.7444911E+04
   1.044737    0.200178    4.154335    100.0000     24.850000   4.7753396E+04
   1.049544    0.200411    4.153711    100.0000     24.850000   4.8083469E+04
   1.054831    0.200670    4.153048    100.0000     24.850000   4.8437467E+04
   1.060648    0.200956    4.152341    100.0000     24.850000   4.8818121E+04
   1.067046    0.201273    4.151585    100.0000     24.850000   4.9228675E+04
   1.074084    0.201624    4.150771    100.0000     24.850000   4.9673087E+04
   1.081826    0.202011    4.149891    100.0000     24.850000   5.0156287E+04
   1.090341    0.202436    4.148931    100.0000     24.850000   5.0684527E+04
   1.099709    0.202904    4.147876    100.0000     24.850000   5.1265768E+04
   1.110013    0.203417    4.146704    100.0000     24.850000   5.1910082E+04
   1.121348    0.203977    4.145389    100.0000     24.850000   5.2629937E+04
   1.133816    0.204589    4.143898    100.0000     24.850000   5.3440324E+04
   1.147531    0.205254    4.142194    100.0000     24.850000   5.4358646E+04
   1.162617    0.205977    4.140234    100.0000     24.850000   5.5404524E+04
   1.179212    0.206760    4.137970    100.0000     24.850000   5.6599602E+04
   1.197467    0.207608    4.135352    100.0000     24.850000   5.7967416E+04
   1.217547    0.208525    4.132324    100.0000     24.850000   5.9533012E+04
   1.239635    0.209514    4.128828    100.0000     24.850000   6.1321485E+04
   1.263932    0.210579    4.124818    100.0000     24.850000   6.3353581E+04
   1.290658    0.211724    4.120278    100.0000     24.850000   6.5635335E+04
   1.320057    0.212953    4.115265    100.0000     24.850000   6.8139072E+04
   1.352397    0.214271    4.109962    100.0000     24.850000   7.0781460E+04
   1.387970    0.215679    4.104670    100.0000     24.850000   7.3422604E+04
   1.427100    0.217177    4.099709    100.0000     24.850000   7.5910832E+04
   1.470143    0.218760    4.095264    100.0000     24.850000   7.8146709E+04
   1.517491    0.220416    4.091319    100.0000     24.850000   8.0103101E+04
   1.569573    0.222125    4.087718    100.0000     24.850000   8.1787145E+04
   1.626864    0.223860    4.084259    100.0000     24.850000   8.3185428E+04
   1.689884    0.225595    4.080758    100.0000     24.850000   8.4242042E+04
   1.759205    0.227305    4.077059    100.0000     24.850000   8.4905594E+04
   1.835459    0.228969    4.073024    100.0000     24.850000   8.5212881E+04
   1.919338    0.230566    4.068511    100.0000     24.850000   8.5291573E+04
   2.011605    0.232062    4.063355    100.0000     24.850000   8.5268554E+04
   2.113099    0.233410    4.057353    100.0000     24.850000   8.5228379E+04
   2.224743    0.234587    4.050249    100.0000     24.850000   8.5346680E+04
   2.347550    0.235699    4.041735    100.0000     24.850000   8.6156121E+04
   2.482639    0.236888    4.031508    100.0000     24.850000   8.8301971E+04
   2.631236    0.238211    4.019520    100.0000     24.850000   9.1784458E+04
   2.794693    0.239678    4.006379    100.0000     24.850000   9.5766588E+04
   2.974495    0.241289    3.993428    100.0000     24.850000   9.8879233E+04
   3.000000    0.241528    3.991773    100.0000     24.850000   9.9169107E+04
   3.000000    0.222915    4.083153      0.0000     24.850000   1.5178930E+03
   3.000000    0.222915    4.083153      0.0000     24.850000   1.5178930E+03
   3.000333    0.222488    4.084519      0.0000     24.850000   1.4151979E+03
   3.000700    0.222236    4.085395      0.0000     24.850000   1.3599784E+03
   3.001103    0.222040    4.086110      0.0000     24.850000   1.3203754E+03
   3.001547    0.221872    4.086753      0.0000     24.850000   1.2885519E+03
   3.002035    0.221719    4.087359      0.0000     24.850000   1.2614504E+03
   3.002572    0.221575    4.087946      0.0000     24.850000   1.2376142E+03
   3.003162    0.221436    4.088527      0.0000     24.850000   1.2162232E+03
   3.003812    0.221301    4.089108      0.0000     24.850000   1.1967996E+03
   3.004526    0.221168    4.089695      0.0000     24.850000   1.1790350E+03
   3.005312    0.221036    4.090292      0.0000     24.850000   1.1627420E+03
   3.006177    0.220903    4.090903      0.0000     24.850000   1.1477973E+03
   3.007128    0.220770    4.091531      0.0000     24.850000   1.1341352E+03
   3.008174    0.220635    4.092179      0.0000     24.850000   1.1217203E+03
   3.009325    0.220498    4.092849      0.0000     24.850000   1.1105503E+03
   3.010591    0.220359    4.093544      0.0000     24.850000   1.1006390E+03
   3.011983    0.220217    4.094267      0.0000     24.850000   1.0920223E+03
   3.013515    0.220072    4.095019      0.0000     24.850000   1.0847446E+03
   3.015200    0.219923    4.095803      0.0000     24.850000   1.0788653E+03
   3.017053    0.219771    4.096621      0.0000     24.850000   1.0744478E+03
   3.019092    0.219616    4.097476      0.0000     24.850000   1.0715652E+03
   3.021334    0.219456    4.098371      0.0000     24.850000   1.0702906E+03
   3.023801    0.219291    4.099306      0.0000     24.850000   1.0707027E+03
   3.026514    0.219122    4.100286      0.0000     24.850000   1.0728760E+03
   3.029499    0.218949    4.101311      0.0000     24.850000   1.0768864E+03
   3.032782    0.218770    4.102385      0.0000     24.850000   1.0828020E+03
   3.036394    0.218587    4.103510      0.0000     24.850000   1.0906881E+03
   3.040367    0.218399    4.104689      0.0000     24.850000   1.1005980E+03
   3.044737    0.218205    4.105922      0.0000     24.850000   1.1125781E+03
   3.049544    0.218006    4.107213      0.0000     24.850000   1.1266590E+03
   3.054831    0.217802    4.108563      0.0000     24.850000   1.1428599E+03
   3.060648    0.217593    4.109973      0.0000     24.850000   1.1611802E+03
   3.067046    0.217378    4.111446      0.0000     24.850000   1.1816037E+03
   3.074084    0.217158    4.112981      0.0000     24.850000   1.2040901E+03
   3.081826    0.216931    4.114580      0.0000     24.850000   1.2285788E+03
   3.090341    0.216699    4.116241      0.0000     24.850000   1.2549789E+03
   3.099709    0.216461    4.117965      0.0000     24.850000   1.2831725E+03
   3.110013    0.216216    4.119750      0.0000     24.850000   1.3130022E+03
   3.121348    0.215965    4.121593      0.0000     24.850000   1.3442704E+03
   3.133816    0.215705    4.123491      0.0000     24.850000   1.3767238E+03
   3.147531    0.215437    4.125441      0.0000     24.850000   1.4100464E+03
   3.162617    0.215159    4.127436      0.0000     24.850000   1.4438385E+03
   3.179212    0.214869    4.129472      0.0000     24.850000   1.4776046E+03
   3.197467    0.214567    4.131540      0.0000     24.850000   1.5107297E+03
   3.217547    0.214249    4.133633      0.0000     24.850000   1.5424722E+03
   3.239635    0.213913    4.135743      0.0000     24.850000   1.5719547E+03
   3.263932    0.213555    4.137858      0.0000     24.850000   1.5981887E+03
   3.290658    0.213174    4.139970      0.0000     24.850000   1.6201135E+03
   3.320057    0.212765    4.142067      0.0000     24.850000   1.6366772E+03
   3.352397    0.212325    4.144139      0.0000     24.850000   1.6469167E+03
   3.387970    0.211852    4.146176      0.0000     24.850000   1.6500315E+03
   3.427100    0.211345    4.148167      0.0000     24.850000   1.6453911E+03
   3.470143    0.210803    4.150101      0.0000     24.850000   1.6324802E+03
   3.517491    0.210224    4.151971      0.0000     24.850000   1.6107710E+03
   3.569573    0.209607    4.153766      0.0000     24.850000   1.5795743E+03
   3.626864    0.208950    4.155480      0.0000     24.850000   1.5378823E+03
   3.689884    0.208247    4.157105      0.0000     24.850000   1.4842640E+03
   3.759205    0.207489    4.158636      0.0000     24.850000   1.4168672E+03
   3.835459    0.206662    4.160067      0.0000     24.850000   1.3337538E+03
   3.919338    0.205750    4.161395      0.0000     24.850000   1.2339210E+03
   4.011605    0.204744    4.162615      0.0000     24.850000   1.1191435E+03
   4.113099    0.203650    4.163729      0.0000     24.850000   9.9523821E+02
   4.224743    0.202492    4.164737      0.0000     24.850000   8.7048695E+02
   4.347550    0.201303    4.165643      0.0000     24.850000   7.5209879E+02
   4.482639    0.200113    4.166451      0.0000     24.850000   6.4423422E+02
   4.631236    0.198949    4.167166      0.0000     24.850000   5.4836388E+02
   4.794693    0.197828    4.167793      0.0000     24.850000   4.6439749E+02
   4.974495    0.196764    4.168336      0.0000     24.850000   3.9153321E+02
   5.172278    0.195764    4.168800      0.0000     24.850000   3.2871324E+02
   5.389839    0.194835    4.169192      0.0000     24.850000   2.7482881E+02
   5.629157    0.193977    4.169517      0.0000     24.850000   2.2881088E+02
   5.892406    0.193193    4.169782      0.0000     24.850000   1.8966506E+02
   6.181979    0.192480    4.169996      0.0000     24.850000   1.5648713E+02
   6.500511    0.191836    4.170165      0.0000     24.850000   1.2846506E+02
   6.850895    0.191261    4.170299      0.0000     24.850000   1.0487885E+02
   7.236318    0.190750    4.170403      0.0000     24.850000   8.5095108E+01
   7.660283    0.190302    4.170484      0.0000     24.850000   6.8562426E+01
   8.126645    0.189912    4.170548      0.0000     24.850000   5.4803691E+01
   8.639642    0.189578    4.170599      0.0000     24.850000   4.3409659E+01
   9.152640    0.189316    4.170637      0.0000     24.850000   3.4746324E+01
   9.665638    0.189109    4.170667      0.0000     24.850000   2.8054971E+01
  10.178636    0.188945    4.170690      0.0000     24.850000   2.2817381E+01
  10.691634    0.188814    4.170710      0.0000     24.850000   1.8673269E+01
  11.204631    0.188709    4.170726      0.0000     24.850000   1.5365053E+01
  11.717629    0.188623    4.170739      0.0000     24.850000   1.2704749E+01
  12.230627    0.188554    4.170750      0.0000     24.850000   1.0552053E+01
  12.743625    0.188497    4.170760      0.0000     24.850000   8.8008220E+00
  13.256623    0.188450    4.170769      0.0000     24.850000   7.3693419E+00
  13.769620    0.188412    4.170776      0.0000     24.850000   6.1942528E+00
  14.282618    0.188380    4.170782      0.0000     24.850000   5.2257235E+00
  14.795616    0.188353    4.170787      0.0000     24.850000   4.4244826E+00
  15.308614    0.188330    4.170792      0.0000     24.850000   3.7591816E+00
  15.821612    0.188311    4.170796      0.0000     24.850000   3.2048506E+00
  16.334609    0.188295    4.170800      0.0000     24.850000   2.7413374E+00
  16.847607    0.188281    4.170803      0.0000     24.850000   2.3524752E+00
  17.360605    0.188270    4.170806      0.0000     24.850000   2.0250991E+00
  17.873603    0.188259    4.170808      0.0000     24.850000   1.7485947E+00
  18.000000    0.188257    4.170809      0.0000     24.850000   1.6858147E+00
  18.000000    0.207043    4.093237    100.0000     24.850000   4.2575554E+04
  18.000000    0.207043    4.093237    100.0000     24.850000   4.2575554E+04
  18.000333    0.207942    4.092463    100.0000     24.850000   4.3327661E+04
  18.000700    0.208531    4.091941    100.0000     24.850000   4.3823143E+04
  18.001103    0.209015    4.091500    100.0000     24.850000   4.4233336E+04
  18.001547    0.209450    4.091091    100.0000     24.850000   4.4605170E+04
  18.002035    0.209859    4.090695    100.0000     24.850000   4.4958121E+04
  18.002572    0.210254    4.090302    100.0000     24.850000   4.5302287E+04
  18.003162    0.210642    4.089904    100.0000     24.850000   4.5643824E+04
  18.003812    0.211028    4.089496    100.0000     24.850000   4.5986881E+04
  18.004526    0.211414    4.089076    100.0000     24.850000   4.6334551E+04
  18.005312    0.211804    4.088639    100.0000     24.850000   4.6689272E+04
  18.006177    0.212198    4.088182    100.0000     24.850000   4.7053113E+04
  18.007128    0.212600    4.087703    100.0000     24.850000   4.7427888E+04
  18.008174    0.213009    4.087198    100.0000     24.850000   4.7815278E+04
  18.009325    0.213427    4.086665    100.0000     24.850000   4.8216864E+04
  18.010591    0.213855    4.086100    100.0000     24.850000   4.8634194E+04
  18.011983    0.214294    4.085500    100.0000     24.850000   4.9068794E+04
  18.013515    0.214745    4.084862    100.0000     24.850000   4.9522213E+04
  18.015200    0.215208    4.084182    100.0000     24.850000   4.9996016E+04
  18.017053    0.215684    4.083457    100.0000     24.850000   5.0491825E+04
  18.019092    0.216172    4.082681    100.0000     24.850000   5.1011306E+04
  18.021334    0.216675    4.081851    100.0000     24.850000   5.1556198E+04
  18.023801    0.217192    4.080961    100.0000     24.850000   5.2128302E+04
  18.026514    0.217724    4.080006    100.0000     24.850000   5.2729503E+04
  18.029499    0.218270    4.078980    100.0000     24.850000   5.3361750E+04
  18.032782    0.218830    4.077878    100.0000     24.850000   5.4027077E+04
  18.036394    0.219405    4.076691    100.0000     24.850000   5.4727573E+04
  18.040367    0.219995    4.075414    100.0000     24.850000   5.5465401E+04
  18.044737    0.220598    4.074037    100.0000     24.850000   5.6242756E+04
  18.049544    0.221214    4.072552    100.0000     24.850000   5.7061871E+04
  18.054831    0.221843    4.070951    100.0000     24.850000   5.7924971E+04
  18.060648    0.222483    4.069222    100.0000     24.850000   5.8834263E+04
  18.067046    0.223132    4.067356    100.0000     24.850000   5.9791870E+04
  18.074084    0.223790    4.065341    100.0000     24.850000   6.0799807E+04
  18.081826    0.224454    4.063167    100.0000     24.850000   6.1859888E+04
  18.090341    0.225124    4.060821    100.0000     24.850000   6.2973660E+04
  18.099709    0.225796    4.058291    100.0000     24.850000   6.4142269E+04
  18.110013    0.226469    4.055566    100.0000     24.850000   6.5366318E+04
  18.121348    0.227142    4.052635    100.0000     24.850000   6.6645638E+04
  18.133816    0.227813    4.049487    100.0000     24.850000   6.7979017E+04
  18.147531    0.228482    4.046115    100.0000     24.850000   6.9363800E+04
  18.162617    0.229147    4.042513    100.0000     24.850000   7.0795428E+04
  18.179212    0.229810    4.038680    100.0000     24.850000   7.2266814E+04
  18.197467    0.230468    4.034619    100.0000     24.850000   7.3767653E+04
  18.217547    0.231124    4.030339    100.0000     24.850000   7.5283596E+04
  18.239635    0.231774    4.025858    100.0000     24.850000   7.6795403E+04
  18.263932    0.232420    4.021200    100.0000     24.850000   7.8278054E+04
  18.290658    0.233058    4.016401    100.0000     24.850000   7.9699991E+04
  18.320057    0.233685    4.011505    100.0000     24.850000   8.1022565E+04
  18.352397    0.234294    4.006565    100.0000     24.850000   8.2200104E+04
  18.387970    0.234880    4.001642    100.0000     24.850000   8.3181223E+04
  18.427100    0.235436    3.996799    100.0000     24.850000   8.3913107E+04
  18.470143    0.235970    3.992098    100.0000     24.850000   8.4350304E+04
  18.517491    0.236505    3.987592    100.0000     24.850000   8.4464386E+04
  18.569573    0.237079    3.983319    100.0000     24.850000   8.4244829E+04
  18.626864    0.237722    3.979293    100.0000     24.850000   8.3694700E+04
  18.689884    0.238448    3.975503    100.0000     24.850000   8.2833930E+04
  18.759205    0.239263    3.971915    100.0000     24.850000   8.1707987E+04
  18.835459    0.240167    3.968477    100.0000     24.850000   8.0391807E+04
  18.919338    0.241159    3.965125    100.0000     24.850000   7.8985147E+04
  19.011605    0.242238    3.961792    100.0000     24.850000   7.7601288E+04
  19.113099    0.243405    3.958412    100.0000     24.850000   7.6353571E+04
  19.224743    0.244663    3.954914    100.0000     24.850000   7.5343877E+04
  19.347550    0.246018    3.951229    100.0000     24.850000   7.4655142E+04
  19.482639    0.247478    3.947284    100.0000     24.850000   7.4347417E+04
  19.631236    0.249053    3.943004    100.0000     24.850000   7.4455712E+04
  19.794693    0.250757    3.938312    100.0000     24.850000   7.4987970E+04
  19.974495    0.252605    3.933134    100.0000     24.850000   7.5923020E+04
  20.000000    0.252875    3.932393    100.0000     24.850000   7.6085129E+04
  20.000000    0.234243    4.023969      0.0000     24.850000   8.5230331E+02
  20.000000    0.234243    4.023969      0.0000     24.850000   8.5230331E+02
  20.000333    0.233375    4.024524      0.0000     24.850000   7.6728973E+02
  20.000700    0.232867    4.024878      0.0000     24.850000   7.1759812E+02
  20.001103    0.232480    4.025168      0.0000     24.850000   6.7975461E+02
  20.001547    0.232151    4.025429      0.0000     24.850000   6.4770372E+02
  20.002035    0.231857    4.025675      0.0000     24.850000   6.1904051E+02
  20.002572    0.231584    4.025913      0.0000     24.850000   5.9257801E+02
  20.003162    0.231326    4.026150      0.0000     24.850000   5.6763846E+02
  20.003812    0.231078    4.026386      0.0000     24.850000   5.4380305E+02
  20.004526    0.230837    4.026626      0.0000     24.850000   5.2079315E+02
  20.005312    0.230602    4.026870      0.0000     24.850000   4.9841880E+02
  20.006177    0.230371    4.027119      0.0000     24.850000   4.7654478E+02
  20.007128    0.230141    4.027376      0.0000     24.850000   4.5507615E+02
  20.008174    0.229914    4.027641      0.0000     24.850000   4.3394485E+02
  20.009325    0.229687    4.027915      0.0000     24.850000   4.1310528E+02
  20.010591    0.229459    4.028199      0.0000     24.850000   3.9252775E+02
  20.011983    0.229232    4.028494      0.0000     24.850000   3.7219743E+02
  20.013515    0.229003    4.028801      0.0000     24.850000   3.5211058E+02
  20.015200    0.228773    4.029121      0.0000     24.850000   3.3227492E+02
  20.017053    0.228541    4.029455      0.0000     24.850000   3.1270718E+02
  20.019092    0.228307    4.029804      0.0000     24.850000   2.9343407E+02
  20.021334    0.228070    4.030168      0.0000     24.850000   2.7449055E+02
  20.023801    0.227830    4.030548      0.0000     24.850000   2.5592108E+02
  20.026514    0.227587    4.030945      0.0000     24.850000   2.3777828E+02
  20.029499    0.227341    4.031361      0.0000     24.850000   2.2012425E+02
  20.032782    0.227091    4.031795      0.0000     24.850000   2.0302933E+02
  20.036394    0.226836    4.032249      0.0000     24.850000   1.8657333E+02
  20.040367    0.226577    4.032724      0.0000     24.850000   1.7084423E+02
  20.044737    0.226314    4.033219      0.0000     24.850000   1.5593909E+02
  20.049544    0.226045    4.033737      0.0000     24.850000   1.4196245E+02
  20.054831    0.225771    4.034278      0.0000     24.850000   1.2902677E+02
  20.060648    0.225492    4.034842      0.0000     24.850000   1.1725026E+02
  20.067046    0.225206    4.035430      0.0000     24.850000   1.0675667E+02
  20.074084    0.224914    4.036042      0.0000     24.850000   9.7672331E+01
  20.081826    0.224615    4.036679      0.0000     24.850000   9.0125019E+01
  20.090341    0.224309    4.037341      0.0000     24.850000   8.4240116E+01
  20.099709    0.223996    4.038027      0.0000     24.850000   8.0138367E+01
  20.110013    0.223675    4.038739      0.0000     24.850000   7.7931067E+01
  20.121348    0.223346    4.039474      0.0000     24.850000   7.7716829E+01
  20.133816    0.223009    4.040234      0.0000     24.850000   7.9575983E+01
  20.147531    0.222662    4.041017      0.0000     24.850000   8.3566786E+01
  20.162617    0.222307    4.041822      0.0000     24.850000   8.9719656E+01
  20.179212    0.221942    4.042647      0.0000     24.850000   9.8033617E+01
  20.197467    0.221567    4.043491      0.0000     24.850000   1.0847123E+02
  20.217547    0.221184    4.044353      0.0000     24.850000   1.2095607E+02
  20.239635    0.220791    4.045229      0.0000     24.850000   1.3536890E+02
  20.263932    0.220391    4.046118      0.0000     24.850000   1.5154638E+02
  20.290658    0.219984    4.047017      0.0000     24.850000   1.6927835E+02
  20.320057    0.219572    4.047923      0.0000     24.850000   1.8830741E+02
  20.352397    0.219157    4.048832      0.0000     24.850000   2.0832722E+02
  20.387970    0.218744    4.049742      0.0000     24.850000   2.2898345E+02
  20.427100    0.218335    4.050649      0.0000     24.850000   2.4987464E+02
  20.470143    0.217934    4.051549      0.0000     24.850000   2.7055737E+02
  20.517491    0.217546    4.052439      0.0000     24.850000   2.9055321E+02
  20.569573    0.217175    4.053313      0.0000     24.850000   3.0936193E+02
  20.626864    0.216826    4.054167      0.0000     24.850000   3.2647754E+02
  20.689884    0.216502    4.054996      0.0000     24.850000   3.4141029E+02
  20.759205    0.216206    4.055795      0.0000     24.850000   3.5370958E+02
  20.835459    0.215940    4.056559      0.0000     24.850000   3.6298927E+02
  20.919338    0.215705    4.057282      0.0000     24.850000   3.6894897E+02
  21.011605    0.215499    4.057961      0.0000     24.850000   3.7139230E+02
  21.113099    0.215321    4.058589      0.0000     24.850000   3.7023637E+02
  21.224743    0.215167    4.059165      0.0000     24.850000   3.6551541E+02
  21.347550    0.215030    4.059685      0.0000     24.850000   3.5737577E+02
  21.482639    0.214907    4.060149      0.0000     24.850000   3.4606855E+02
  21.631236    0.214791    4.060557      0.0000     24.850000   3.3193841E+02
  21.794693    0.214676    4.060911      0.0000     24.850000   3.1541221E+02
  21.974495    0.214559    4.061214      0.0000     24.850000   2.9697937E+02
  22.172278    0.214437    4.061469      0.0000     24.850000   2.7716350E+02
  22.389839    0.214308    4.061681      0.0000     24.850000   2.5648283E+02
  22.629157    0.214175    4.061855      0.0000     24.850000   2.3541346E+02
  22.892406    0.214037    4.061997      0.0000     24.850000   2.1436269E+02
  23.181979    0.213896    4.062112      0.0000     24.850000   1.9366110E+02
  23.500511    0.213756    4.062204      0.0000     24.850000   1.7356702E+02
  23.850895    0.213617    4.062277      0.0000     24.850000   1.5428006E+02
  24.236318    0.213483    4.062336      0.0000     24.850000   1.3595433E+02
  24.660283    0.213353    4.062384      0.0000     24.850000   1.1871055E+02
  25.126645    0.213229    4.062424      0.0000     24.850000   1.0264271E+02
  25.639642    0.213113    4.062459      0.0000     24.850000   8.7822335E+01
  26.152640    0.213012    4.062488      0.0000     24.850000   7.5387959E+01
  26.665638    0.212926    4.062513      0.0000     24.850000   6.4907573E+01
  27.178636    0.212850    4.062535      0.0000     24.850000   5.6034037E+01
  27.691634    0.212784    4.062555      0.0000     24.850000   4.8490776E+01
  28.204631    0.212725    4.062574      0.0000     24.850000   4.2054998E+01
  28.717629    0.212672    4.062591      0.0000     24.850000   3.6546488E+01
  29.230627    0.212625    4.062606      0.0000     24.850000   3.1817901E+01
  29.743625    0.212582    4.062620      0.0000     24.850000   2.7748367E+01
  30.256623    0.212544    4.062634      0.0000     24.850000   2.4237751E+01
  30.769620    0.212508    4.062646      0.0000     24.850000   2.1202948E+01
  31.282618    0.212475    4.062657      0.0000     24.850000   1.8574340E+01
  31.795616    0.212445    4.062668      0.0000     24.850000   1.6293600E+01
  32.308614    0.212417    4.062677      0.0000     24.850000   1.4311414E+01
  32.821612    0.212392    4.062686      0.0000     24.850000   1.2586152E+01
  33.334609    0.212367    4.062694      0.0000     24.850000   1.1082347E+01
  33.847607    0.212345    4.062702      0.0000     24.850000   9.7698775E+00
  34.360605    0.212324    4.062709      0.0000     24.850000   8.6229187E+00
