  Time (min)    V neg      V pos       Cur (A/m2)    Temp (C)   Heat Gen (W/m3)
 133.644409    0.390620    3.906805      6.0000     24.850000   1.5375801E+03
 134.157407    0.402929    3.906695      6.0000     24.850000   1.7366679E+03
 134.670405    0.417228    3.906586      6.0000     24.850000   1.9687815E+03
 135.183403    0.433849    3.906478      6.0000     24.850000   2.2393920E+03
 135.696401    0.453174    3.906371      6.0000     24.850000   2.5548755E+03
 136.209398    0.475653    3.906265      6.0000     24.850000   2.9226639E+03
 136.722396    0.501809    3.906160      6.0000     24.850000   3.3514193E+03
 137.235394    0.532251    3.906056      6.0000     24.850000   3.8512378E+03
 137.748392    0.567690    3.905953      6.0000     24.850000   4.4338869E+03
 138.261390    0.608952    3.905851      6.0000     24.850000   5.1130826E+03
 138.774387    0.657003    3.905749      6.0000     24.850000   5.9048119E+03
 139.287385    0.712968    3.905649      6.0000     24.850000   6.8277087E+03
 139.800383    0.778158    3.905549      6.0000     24.850000   7.9034926E+03
 140.313381    0.854101    3.905450      6.0000     24.850000   9.1574792E+03
 140.826379    0.942577    3.905352      6.0000     24.850000   1.0619176E+04
 141.339376    1.045664    3.905255      6.0000     24.850000   1.2322977E+04
 141.852374    1.165780    3.905158      6.0000     24.850000   1.4308970E+04
 142.365372    1.305746    3.905062      6.0000     24.850000   1.6623883E+04
 142.878370    1.468850    3.904968      6.0000     24.850000   1.9322179E+04
 143.391368    1.658923    3.904874      6.0000     24.850000   2.2467343E+04
 143.647867    1.765442    3.904827      6.0000     24.850000   2.4230173E+04
 143.718404    1.796192    3.904814      6.0000     24.850000   2.4739110E+04
 143.757199    1.813383    3.904807      6.0000     24.850000   2.5023643E+04
 143.767868    1.818146    3.904805      6.0000     24.850000   2.5102485E+04
 143.773736    1.820775    3.904804      6.0000     24.850000   2.5145967E+04
 143.776963    1.822581    3.904803      6.0000     24.850000   2.5182573E+04
 143.777851    1.823586    3.904803      6.0000     24.850000   2.5218455E+04
 143.777858    1.823636    3.904803      6.0000     24.850000   2.5220601E+04
 143.777860    1.823675    3.904803      6.0000     24.850000   2.5221752E+04
